ID,bank branch,funding type,funding classification,customer sector,installment value,cashing date,sex,age,social status,special needs,number of family members,saving loan,income,financing value
5968,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
5969,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
5970,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
5971,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
5972,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
5973,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
5974,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
5975,Abha,project,emerging,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,< 02,No,< 5000,101000
5976,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
5977,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
5978,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
5979,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,< 5000,42000
5980,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 7500,42000
5981,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
5982,Abha,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,54000
5983,Abha,project,emerging,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,< 02,No,< 5000,143000
5984,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
5985,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
5986,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
5987,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
5988,Abha,social,family,private sector employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
5989,Buraydah,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
5990,Abha,social,family,private sector employee,>= 1000,2019/01,MALE,>= 40,married,No,>= 05,No,>= 5000,60000
5991,Abha,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,54000
5992,Abha,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
5993,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
5994,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
5995,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
5996,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
5997,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
5998,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
5999,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6000,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6001,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6002,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6003,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,42000
6004,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,42000
6005,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6006,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,42000
6007,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,42000
6008,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6009,Riyadh,social,family,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 05,No,>= 7500,36000
6010,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 05,No,< 5000,60000
6011,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 05,No,>= 10000,60000
6012,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6013,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6014,Abha,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6015,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,< 5000,60000
6016,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,>= 10000,60000
6017,Abha,social,family,government employee,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
6018,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6019,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6020,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 05,No,>= 10000,60000
6021,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 05,No,< 5000,60000
6022,Abha,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6023,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,48000
6024,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,48000
6025,Abha,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6026,Abha,social,family,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
6027,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6028,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6029,Abha,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6030,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6031,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6032,Abha,project,solution,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,154000
6033,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6034,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6035,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6036,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6037,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6038,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6039,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6040,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6041,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6042,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6043,Abha,social,family,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6044,Abha,social,family,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6045,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6046,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6047,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6048,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6049,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6050,Abha,social,marriage,government employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6051,Abha,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,42000
6052,Abha,social,family,Government retired,>= 1000,2019/01,MALE,>= 60,married,No,>= 10,No,>= 7500,60000
6053,Abha,social,family,Government retired,>= 1000,2019/01,MALE,>= 60,married,No,>= 10,No,>= 10000,60000
6054,Abha,social,family,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6055,Abha,social,family,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6056,Abha,social,family,Government retired,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,>= 7500,30000
6057,Abha,social,family,Government retired,< 1000,2019/03,MALE,>= 40,married,No,>= 05,No,>= 7500,30000
6058,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6059,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6060,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6061,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6062,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6063,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6064,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
6065,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6066,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6067,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6068,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6069,Abha,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,Yes,>= 7500,60000
6070,Abha,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,Yes,< 5000,60000
6071,Abha,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 5000,60000
6072,Abha,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
6073,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 10000,48000
6074,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,< 5000,48000
6075,Abha,social,family,Retired insurances,< 1000,2019/01,MALE,>= 60,married,No,>= 10,No,< 5000,54000
6076,Abha,social,family,Retired insurances,< 1000,2019/01,MALE,>= 60,married,No,>= 10,No,>= 10000,54000
6077,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 10000,60000
6078,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,< 5000,60000
6079,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6080,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6081,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6082,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6083,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6084,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6085,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6086,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6087,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6088,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6089,Abha,social,marriage,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6090,Abha,social,family,employee of a government company,< 1000,2019/03,FEMALE,< 30,divorced,No,>= 02,No,>= 7500,48000
6091,Abha,social,family,employee of a government company,< 1000,2019/03,FEMALE,< 30,divorced,No,>= 02,No,< 5000,48000
6092,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6093,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6094,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6095,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6096,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6097,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6098,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6099,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6100,Abha,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6101,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6102,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6103,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6104,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,18000
6105,Duwadimi,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6106,Duwadimi,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
6107,Duwadimi,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,18000
6108,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6109,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6110,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6111,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6112,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
6113,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6114,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6115,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6116,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6117,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6118,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,48000
6119,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,48000
6120,Abha,social,family,Government retired,>= 1000,2019/03,MALE,>= 40,married,No,>= 10,No,>= 5000,60000
6121,Abha,social,family,Government retired,>= 1000,2019/03,MALE,>= 40,married,No,>= 10,No,>= 7500,60000
6122,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,24000
6123,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,24000
6124,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6125,Abha,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 60,widow,No,>= 02,No,< 5000,30000
6126,Abha,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 60,widow,No,>= 02,No,>= 5000,30000
6127,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,< 5000,60000
6128,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,>= 10000,60000
6129,Abha,project,solution,employee of a government company,>= 1000,2019/02,MALE,>= 30,single,No,< 02,No,< 5000,168000
6130,Duwadimi,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6131,Duwadimi,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6132,Duwadimi,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,>= 30,married,No,< 02,No,< 5000,164000
6133,Duwadimi,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,married,No,< 02,No,< 5000,129000
6134,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6135,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6136,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6137,Abha,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,36000
6138,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6139,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6140,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6141,Abha,social,family,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
6142,Abha,social,family,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 5000,60000
6143,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6144,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6145,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 10000,60000
6146,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6147,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6148,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
6149,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 7500,60000
6150,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6151,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6152,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6153,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6154,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 5000,60000
6155,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 05,No,>= 7500,60000
6156,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6157,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6158,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6159,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
6160,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6161,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6162,Abha,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6163,Abha,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6164,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,42000
6165,Abha,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,42000
6166,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6167,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6168,Duwadimi,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,42000
6169,Duwadimi,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,42000
6170,Duwadimi,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,36000
6171,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
6172,Abha,project,emerging,employee of a government company,>= 1000,2019/03,FEMALE,>= 30,married,No,< 02,No,< 5000,288000
6173,Abha,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6174,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
6175,Abha,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6176,Abha,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6177,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6178,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6179,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6180,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6181,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6182,Abha,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
6183,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6184,Duwadimi,social,marriage,employee of a government company,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,30000
6185,Duwadimi,social,marriage,employee of a government company,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,30000
6186,Duwadimi,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6187,Duwadimi,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6188,Abha,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6189,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6190,Abha,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
6191,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
6192,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,>= 5000,60000
6193,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
6194,Abha,social,marriage,private sector employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
6195,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
6196,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6197,Abha,social,family,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 10000,60000
6198,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 10,No,>= 10000,48000
6199,Abha,social,marriage,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 10,No,>= 5000,48000
6200,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,< 5000,60000
6201,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,>= 10000,60000
6202,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
6203,Abha,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
6204,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,< 5000,60000
6205,Abha,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,>= 7500,60000
6206,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,60000
6207,Abha,social,marriage,private sector employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
6208,Abha,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
